teamA,teamB,date,league,teamA_win
Fluxo W7M,INTZ e-Sports,2023-07-08,CBLOL,0
RED Canids,Vivo Keyd Stars,2023-07-08,CBLOL,1
FURIA Esports,Liberty,2023-07-08,CBLOL,1
LOUD,INTZ e-Sports,2023-07-02,CBLOL,1
KaBuM! e-Sports,Fluxo W7M,2023-07-02,CBLOL,0
Liberty,paiN Gaming,2023-07-02,CBLOL,0
Vivo Keyd Stars,FURIA Esports,2023-07-02,CBLOL,1
Los Grandes,RED Canids,2023-07-02,CBLOL,0
Liberty,Vivo Keyd Stars,2023-07-01,CBLOL,0
paiN Gaming,Fluxo W7M,2023-07-01,CBLOL,1
RED Canids,KaBuM! e-Sports,2023-07-01,CBLOL,1
INTZ e-Sports,Los Grandes,2023-07-01,CBLOL,1
FURIA Esports,LOUD,2023-07-01,CBLOL,0
INTZ e-Sports,paiN Gaming,2023-06-25,CBLOL,0
Liberty,RED Canids,2023-06-25,CBLOL,0
Vivo Keyd Stars,LOUD,2023-06-25,CBLOL,0
KaBuM! e-Sports,FURIA Esports,2023-06-25,CBLOL,0
Fluxo W7M,Los Grandes,2023-06-25,CBLOL,1
LOUD,KaBuM! e-Sports,2023-06-24,CBLOL,1
Los Grandes,Vivo Keyd Stars,2023-06-24,CBLOL,0
Fluxo W7M,Liberty,2023-06-24,CBLOL,1
FURIA Esports,INTZ e-Sports,2023-06-24,CBLOL,0
RED Canids,paiN Gaming,2023-06-24,CBLOL,1
Liberty,LOUD,2023-06-18,CBLOL,0
Los Grandes,FURIA Esports,2023-06-18,CBLOL,0
RED Canids,Fluxo W7M,2023-06-18,CBLOL,0
paiN Gaming,Vivo Keyd Stars,2023-06-18,CBLOL,1
INTZ e-Sports,KaBuM! e-Sports,2023-06-18,CBLOL,1
Fluxo W7M,FURIA Esports,2023-06-17,CBLOL,0
paiN Gaming,Los Grandes,2023-06-17,CBLOL,1
KaBuM! e-Sports,Liberty,2023-06-17,CBLOL,0
LOUD,RED Canids,2023-06-17,CBLOL,0
Vivo Keyd Stars,INTZ e-Sports,2023-06-17,CBLOL,0
Los Grandes,Liberty,2023-06-11,CBLOL,1
FURIA Esports,paiN Gaming,2023-06-11,CBLOL,1
INTZ e-Sports,RED Canids,2023-06-11,CBLOL,0
LOUD,Fluxo W7M,2023-06-11,CBLOL,0
Vivo Keyd Stars,KaBuM! e-Sports,2023-06-11,CBLOL,1
RED Canids,FURIA Esports,2023-06-10,CBLOL,1
Fluxo W7M,Vivo Keyd Stars,2023-06-10,CBLOL,0
KaBuM! e-Sports,Los Grandes,2023-06-10,CBLOL,0
Liberty,INTZ e-Sports,2023-06-10,CBLOL,0
paiN Gaming,LOUD,2023-06-10,CBLOL,1
paiN Gaming,LOUD,2023-09-09,CBLOL,0
paiN Gaming,RED Canids,2023-08-27,CBLOL,1
RED Canids,INTZ e-Sports,2023-08-26,CBLOL,1
paiN Gaming,LOUD,2023-08-20,CBLOL,0
Vivo Keyd Stars,INTZ e-Sports,2023-08-19,CBLOL,0
RED Canids,LOUD,2023-08-13,CBLOL,0
paiN Gaming,INTZ e-Sports,2023-08-12,CBLOL,1
Fluxo W7M,Vivo Keyd Stars,2023-08-11,CBLOL,0
Team Aze,Movistar R7,2023-03-08,LLA,0
Estral Esports,Six Karma,2023-03-08,LLA,1
The Kings,Infinity eSports,2023-03-07,LLA,1
Isurus,All Knights,2023-03-07,LLA,1
Movistar R7,Isurus,2023-03-01,LLA,0
All Knights,Team Aze,2023-03-01,LLA,1
Estral Esports,The Kings,2023-02-28,LLA,1
Six Karma,Infinity eSports,2023-02-28,LLA,1
Infinity eSports,Movistar R7,2023-02-22,LLA,1
All Knights,The Kings,2023-02-22,LLA,1
Team Aze,Estral Esports,2023-02-21,LLA,0
Isurus,Six Karma,2023-02-21,LLA,1
Infinity eSports,Isurus,2023-02-15,LLA,0
Movistar R7,Six Karma,2023-02-15,LLA,1
The Kings,Team Aze,2023-02-14,LLA,1
Estral Esports,All Knights,2023-02-14,LLA,0
Isurus,The Kings,2023-02-08,LLA,1
All Knights,Infinity eSports,2023-02-08,LLA,0
Movistar R7,Estral Esports,2023-02-07,LLA,0
Six Karma,Team Aze,2023-02-07,LLA,1
The Kings,Movistar R7,2023-02-01,LLA,0
All Knights,Six Karma,2023-02-01,LLA,0
Team Aze,Isurus,2023-01-31,LLA,0
Estral Esports,Infinity eSports,2023-01-31,LLA,1
Six Karma,The Kings,2023-01-25,LLA,1
Movistar R7,All Knights,2023-01-25,LLA,1
Isurus,Estral Esports,2023-01-24,LLA,0
Infinity eSports,Team Aze,2023-01-24,LLA,1
Movistar R7,Six Karma,2023-04-14,LLA,1
Estral Esports,Movistar R7,2023-04-04,LLA,0
Infinity eSports,Estral Esports,2023-03-29,LLA,0
Six Karma,Movistar R7,2023-03-28,LLA,1
Infinity eSports,Isurus,2023-03-22,LLA,1
Infinity eSports,All Knights,2023-03-21,LLA,1
Movistar R7,Isurus,2023-03-15,LLA,1
Estral Esports,Six Karma,2023-03-14,LLA,0
Movistar R7,Team Aze,2023-07-19,LLA,1
All Knights,Isurus,2023-07-19,LLA,0
Infinity eSports,Leviatan,2023-07-18,LLA,1
Six Karma,Estral Esports,2023-07-18,LLA,0
Isurus,Movistar R7,2023-07-12,LLA,0
Leviatan,Estral Esports,2023-07-12,LLA,0
Team Aze,All Knights,2023-07-11,LLA,1
Infinity eSports,Six Karma,2023-07-11,LLA,0
Six Karma,Isurus,2023-07-05,LLA,1
Estral Esports,Team Aze,2023-07-05,LLA,1
Movistar R7,Infinity eSports,2023-07-04,LLA,1
Leviatan,All Knights,2023-07-04,LLA,0
Estral Esports,Movistar R7,2023-06-28,LLA,0
Team Aze,Six Karma,2023-06-28,LLA,0
Leviatan,Isurus,2023-06-27,LLA,0
Infinity eSports,All Knights,2023-06-27,LLA,1
Movistar R7,Leviatan,2023-06-21,LLA,1
Isurus,Team Aze,2023-06-21,LLA,0
Infinity eSports,Estral Esports,2023-06-20,LLA,0
Six Karma,All Knights,2023-06-20,LLA,1
Estral Esports,Isurus,2023-06-14,LLA,1
Team Aze,Infinity eSports,2023-06-14,LLA,0
All Knights,Movistar R7,2023-06-13,LLA,0
Leviatan,Six Karma,2023-06-13,LLA,0
All Knights,Estral Esports,2023-06-08,LLA,0
Isurus,Infinity eSports,2023-06-08,LLA,0
Team Aze,Leviatan,2023-06-07,LLA,1
Six Karma,Movistar R7,2023-06-06,LLA,0
Movistar R7,Estral Esports,2023-08-26,LLA,1
Estral Esports,Six Karma,2023-08-15,LLA,1
Six Karma,Isurus,2023-08-09,LLA,1
Movistar R7,Estral Esports,2023-08-08,LLA,1
Isurus,Infinity eSports,2023-08-02,LLA,1
Team Aze,Isurus,2023-08-01,LLA,0
Estral Esports,Six Karma,2023-07-26,LLA,1
Movistar R7,Infinity eSports,2023-07-25,LLA,1
Frank Esports,CTBC Flying Oyster,2023-03-12,PCS,1
Deep Cross Gaming,Beyond Gaming,2023-03-12,PCS,0
PSG Talon,J Team,2023-03-11,PCS,0
Deep Cross Gaming,HELL PIGS,2023-03-11,PCS,1
Beyond Gaming,CTBC Flying Oyster,2023-03-11,PCS,1
Dewish Team,Frank Esports,2023-03-11,PCS,0
Impunity,SEM9 WPE,2023-03-11,PCS,1
Deep Cross Gaming,Dewish Team,2023-03-10,PCS,1
Beyond Gaming,Impunity,2023-03-10,PCS,0
Frank Esports,PSG Talon,2023-03-10,PCS,0
CTBC Flying Oyster,J Team,2023-03-10,PCS,1
HELL PIGS,SEM9 WPE,2023-03-10,PCS,1
Deep Cross Gaming,PSG Talon,2023-03-09,PCS,0
HELL PIGS,Impunity,2023-03-09,PCS,0
Beyond Gaming,SEM9 WPE,2023-03-09,PCS,0
CTBC Flying Oyster,Frank Esports,2023-03-09,PCS,0
J Team,Dewish Team,2023-03-09,PCS,1
PSG Talon,Dewish Team,2023-03-05,PCS,1
Beyond Gaming,HELL PIGS,2023-03-05,PCS,1
Impunity,J Team,2023-03-05,PCS,0
Deep Cross Gaming,CTBC Flying Oyster,2023-03-05,PCS,0
Frank Esports,SEM9 WPE,2023-03-05,PCS,1
J Team,Beyond Gaming,2023-03-04,PCS,0
Frank Esports,Impunity,2023-03-04,PCS,1
Deep Cross Gaming,SEM9 WPE,2023-03-04,PCS,1
Dewish Team,CTBC Flying Oyster,2023-03-04,PCS,0
PSG Talon,HELL PIGS,2023-03-04,PCS,1
Frank Esports,Deep Cross Gaming,2023-03-03,PCS,1
PSG Talon,Beyond Gaming,2023-03-03,PCS,1
J Team,SEM9 WPE,2023-03-03,PCS,1
Impunity,Dewish Team,2023-03-03,PCS,1
CTBC Flying Oyster,HELL PIGS,2023-03-03,PCS,1
J Team,HELL PIGS,2023-02-26,PCS,0
SEM9 WPE,Dewish Team,2023-02-26,PCS,0
CTBC Flying Oyster,PSG Talon,2023-02-26,PCS,0
Beyond Gaming,Frank Esports,2023-02-26,PCS,1
Deep Cross Gaming,Impunity,2023-02-26,PCS,0
J Team,Frank Esports,2023-02-25,PCS,0
Dewish Team,HELL PIGS,2023-02-25,PCS,1
CTBC Flying Oyster,SEM9 WPE,2023-02-25,PCS,1
PSG Talon,Impunity,2023-02-25,PCS,1
Beyond Gaming,Deep Cross Gaming,2023-02-25,PCS,0
CTBC Flying Oyster,Impunity,2023-02-24,PCS,0
PSG Talon,SEM9 WPE,2023-02-24,PCS,1
Frank Esports,HELL PIGS,2023-02-24,PCS,0
Beyond Gaming,Dewish Team,2023-02-24,PCS,1
Deep Cross Gaming,J Team,2023-02-24,PCS,1
SEM9 WPE,Impunity,2023-02-19,PCS,0
Frank Esports,CTBC Flying Oyster,2023-02-19,PCS,0
Deep Cross Gaming,Dewish Team,2023-02-19,PCS,1
HELL PIGS,Beyond Gaming,2023-02-19,PCS,0
PSG Talon,J Team,2023-02-19,PCS,1
HELL PIGS,SEM9 WPE,2023-02-18,PCS,0
CTBC Flying Oyster,J Team,2023-02-18,PCS,1
Frank Esports,Dewish Team,2023-02-18,PCS,1
PSG Talon,Deep Cross Gaming,2023-02-18,PCS,1
Beyond Gaming,Impunity,2023-02-18,PCS,1
PSG Talon,CTBC Flying Oyster,2023-02-17,PCS,1
Impunity,J Team,2023-02-17,PCS,0
Beyond Gaming,SEM9 WPE,2023-02-17,PCS,0
Deep Cross Gaming,Frank Esports,2023-02-17,PCS,1
HELL PIGS,Dewish Team,2023-02-17,PCS,1
Beyond Gaming,J Team,2023-02-12,PCS,1
Dewish Team,CTBC Flying Oyster,2023-02-12,PCS,0
Impunity,PSG Talon,2023-02-12,PCS,1
HELL PIGS,Deep Cross Gaming,2023-02-12,PCS,1
Frank Esports,SEM9 WPE,2023-02-12,PCS,1
Beyond Gaming,Dewish Team,2023-02-11,PCS,1
Impunity,Frank Esports,2023-02-11,PCS,0
Deep Cross Gaming,CTBC Flying Oyster,2023-02-11,PCS,0
PSG Talon,HELL PIGS,2023-02-11,PCS,1
J Team,SEM9 WPE,2023-02-11,PCS,1
Frank Esports,Beyond Gaming,2023-02-10,PCS,1
SEM9 WPE,Deep Cross Gaming,2023-02-10,PCS,0
Dewish Team,PSG Talon,2023-02-10,PCS,0
J Team,HELL PIGS,2023-02-10,PCS,1
Impunity,CTBC Flying Oyster,2023-02-10,PCS,0
Impunity,Deep Cross Gaming,2023-02-05,PCS,1
CTBC Flying Oyster,HELL PIGS,2023-02-05,PCS,1
Frank Esports,J Team,2023-02-05,PCS,1
SEM9 WPE,Dewish Team,2023-02-05,PCS,0
Beyond Gaming,PSG Talon,2023-02-05,PCS,0
SEM9 WPE,CTBC Flying Oyster,2023-02-04,PCS,0
Deep Cross Gaming,Beyond Gaming,2023-02-04,PCS,1
Impunity,HELL PIGS,2023-02-04,PCS,1
PSG Talon,Frank Esports,2023-02-04,PCS,0
Dewish Team,J Team,2023-02-04,PCS,0
Frank Esports,HELL PIGS,2023-02-03,PCS,0
J Team,Deep Cross Gaming,2023-02-03,PCS,0
Dewish Team,Impunity,2023-02-03,PCS,0
PSG Talon,SEM9 WPE,2023-02-03,PCS,1
CTBC Flying Oyster,Beyond Gaming,2023-02-03,PCS,0
PSG Talon,Frank Esports,2023-04-09,PCS,1
CTBC Flying Oyster,Frank Esports,2023-04-08,PCS,0
PSG Talon,CTBC Flying Oyster,2023-04-06,PCS,1
Impunity,Beyond Gaming,2023-04-02,PCS,1
Frank Esports,Deep Cross Gaming,2023-04-01,PCS,1
PSG Talon,Impunity,2023-03-31,PCS,1
Frank Esports,CTBC Flying Oyster,2023-03-30,PCS,0
Team Bliss,Deep Cross Gaming,2023-03-26,PCS,0
Chief Esports Club,Beyond Gaming,2023-03-25,PCS,0
Team Bliss,Impunity,2023-03-24,PCS,0
CTBC Flying Oyster,Chief Esports Club,2023-03-23,PCS,1
CTBC Flying Oyster,Frank Esports,2023-08-07,PCS,1
HELL PIGS,PSG Talon,2023-08-06,PCS,0
CTBC Flying Oyster,Impunity,2023-08-06,PCS,1
Deep Cross Gaming,Frank Esports,2023-08-06,PCS,1
J Team,Dewish Team,2023-08-06,PCS,1
Beyond Gaming,West Point Esports,2023-08-06,PCS,1
PSG Talon,J Team,2023-08-05,PCS,0
HELL PIGS,Deep Cross Gaming,2023-08-05,PCS,1
Beyond Gaming,CTBC Flying Oyster,2023-08-05,PCS,1
Frank Esports,Dewish Team,2023-08-05,PCS,1
Impunity,West Point Esports,2023-08-05,PCS,0
Impunity,Frank Esports,2023-08-04,PCS,0
HELL PIGS,J Team,2023-08-04,PCS,0
West Point Esports,PSG Talon,2023-08-04,PCS,0
CTBC Flying Oyster,Dewish Team,2023-08-04,PCS,0
Beyond Gaming,Deep Cross Gaming,2023-08-04,PCS,1
Deep Cross Gaming,Dewish Team,2023-07-30,PCS,1
PSG Talon,CTBC Flying Oyster,2023-07-30,PCS,1
Frank Esports,Beyond Gaming,2023-07-30,PCS,0
HELL PIGS,West Point Esports,2023-07-30,PCS,0
J Team,Impunity,2023-07-30,PCS,1
Frank Esports,J Team,2023-07-29,PCS,1
Impunity,HELL PIGS,2023-07-29,PCS,0
Deep Cross Gaming,PSG Talon,2023-07-29,PCS,0
Beyond Gaming,Dewish Team,2023-07-29,PCS,1
West Point Esports,CTBC Flying Oyster,2023-07-29,PCS,1
PSG Talon,Impunity,2023-07-28,PCS,1
Frank Esports,HELL PIGS,2023-07-28,PCS,1
J Team,Beyond Gaming,2023-07-28,PCS,1
West Point Esports,Dewish Team,2023-07-28,PCS,1
Deep Cross Gaming,CTBC Flying Oyster,2023-07-28,PCS,1
West Point Esports,Deep Cross Gaming,2023-07-23,PCS,0
J Team,CTBC Flying Oyster,2023-07-23,PCS,1
PSG Talon,Frank Esports,2023-07-23,PCS,1
Beyond Gaming,Impunity,2023-07-23,PCS,1
HELL PIGS,Dewish Team,2023-07-23,PCS,1
HELL PIGS,Beyond Gaming,2023-07-22,PCS,1
CTBC Flying Oyster,Frank Esports,2023-07-22,PCS,0
Deep Cross Gaming,Impunity,2023-07-22,PCS,1
J Team,West Point Esports,2023-07-22,PCS,1
Dewish Team,PSG Talon,2023-07-22,PCS,0
J Team,Deep Cross Gaming,2023-07-21,PCS,1
CTBC Flying Oyster,HELL PIGS,2023-07-21,PCS,1
PSG Talon,Beyond Gaming,2023-07-21,PCS,1
Dewish Team,Impunity,2023-07-21,PCS,0
Frank Esports,West Point Esports,2023-07-21,PCS,1
West Point Esports,HELL PIGS,2023-07-16,PCS,1
Dewish Team,CTBC Flying Oyster,2023-07-16,PCS,0
Deep Cross Gaming,Beyond Gaming,2023-07-16,PCS,0
Impunity,PSG Talon,2023-07-16,PCS,0
Frank Esports,J Team,2023-07-16,PCS,0
Dewish Team,J Team,2023-07-15,PCS,0
HELL PIGS,Impunity,2023-07-15,PCS,1
Beyond Gaming,Frank Esports,2023-07-15,PCS,1
PSG Talon,West Point Esports,2023-07-15,PCS,1
CTBC Flying Oyster,Deep Cross Gaming,2023-07-15,PCS,1
PSG Talon,CTBC Flying Oyster,2023-07-14,PCS,1
Beyond Gaming,J Team,2023-07-14,PCS,1
HELL PIGS,Frank Esports,2023-07-14,PCS,1
Dewish Team,Deep Cross Gaming,2023-07-14,PCS,0
Impunity,West Point Esports,2023-07-14,PCS,0
Deep Cross Gaming,J Team,2023-07-09,PCS,0
Impunity,Beyond Gaming,2023-07-09,PCS,0
PSG Talon,HELL PIGS,2023-07-09,PCS,1
CTBC Flying Oyster,West Point Esports,2023-07-09,PCS,1
Dewish Team,Frank Esports,2023-07-09,PCS,0
Beyond Gaming,PSG Talon,2023-07-08,PCS,1
CTBC Flying Oyster,J Team,2023-07-08,PCS,0
Dewish Team,HELL PIGS,2023-07-08,PCS,0
West Point Esports,Frank Esports,2023-07-08,PCS,0
Impunity,Deep Cross Gaming,2023-07-08,PCS,0
CTBC Flying Oyster,Beyond Gaming,2023-07-07,PCS,1
Frank Esports,Impunity,2023-07-07,PCS,1
Deep Cross Gaming,HELL PIGS,2023-07-07,PCS,1
PSG Talon,Dewish Team,2023-07-07,PCS,1
West Point Esports,J Team,2023-07-07,PCS,0
Impunity,CTBC Flying Oyster,2023-07-02,PCS,0
HELL PIGS,Beyond Gaming,2023-07-02,PCS,0
J Team,PSG Talon,2023-07-02,PCS,0
Deep Cross Gaming,Frank Esports,2023-07-02,PCS,1
West Point Esports,Dewish Team,2023-07-02,PCS,1
Impunity,Dewish Team,2023-07-01,PCS,1
HELL PIGS,J Team,2023-07-01,PCS,0
PSG Talon,Deep Cross Gaming,2023-07-01,PCS,1
Frank Esports,CTBC Flying Oyster,2023-07-01,PCS,0
West Point Esports,Beyond Gaming,2023-07-01,PCS,0
Frank Esports,PSG Talon,2023-06-30,PCS,0
CTBC Flying Oyster,HELL PIGS,2023-06-30,PCS,1
Dewish Team,Beyond Gaming,2023-06-30,PCS,0
Deep Cross Gaming,West Point Esports,2023-06-30,PCS,1
Impunity,J Team,2023-06-30,PCS,0
PSG Talon,CTBC Flying Oyster,2023-09-09,PCS,1
Beyond Gaming,CTBC Flying Oyster,2023-08-27,PCS,0
CTBC Flying Oyster,Frank Esports,2023-08-26,PCS,1
PSG Talon,Beyond Gaming,2023-08-25,PCS,1
J Team,Frank Esports,2023-08-20,PCS,0
Deep Cross Gaming,CTBC Flying Oyster,2023-08-19,PCS,0
Chief Esports Club,Frank Esports,2023-08-18,PCS,0
Team Bliss,CTBC Flying Oyster,2023-08-17,PCS,0
PSG Talon,Deep Cross Gaming,2023-08-14,PCS,1
J Team,Beyond Gaming,2023-08-13,PCS,0
Deep Cross Gaming,Chief Esports Club,2023-08-12,PCS,1
Beyond Gaming,Team Bliss,2023-08-11,PCS,1
SBTC Esports,Team Whales,2023-04-10,VCS,0
GAM Esports,Saigon Buffalo,2023-04-09,VCS,1
Cerberus Esports,SBTC Esports,2023-04-09,VCS,0
Team Secret,Cerberus Esports,2023-04-08,VCS,0
Team Flash,Team Whales,2023-04-08,VCS,0
SBTC Esports,GAM Esports,2023-04-07,VCS,0
Saigon Buffalo,MGN Box Esports,2023-04-07,VCS,1
Team Whales,Team Secret,2023-04-06,VCS,1
MGN Box Esports,Team Flash,2023-04-06,VCS,0
Cerberus Esports,GAM Esports,2023-04-05,VCS,0
Team Whales,Saigon Buffalo,2023-04-05,VCS,1
GAM Esports,Team Secret,2023-04-02,VCS,1
Team Whales,Cerberus Esports,2023-04-02,VCS,1
Team Flash,Saigon Buffalo,2023-04-01,VCS,0
MGN Box Esports,SBTC Esports,2023-04-01,VCS,0
Saigon Buffalo,SBTC Esports,2023-03-31,VCS,0
Team Flash,Team Secret,2023-03-31,VCS,1
SBTC Esports,Team Flash,2023-03-30,VCS,1
Team Secret,MGN Box Esports,2023-03-30,VCS,1
GAM Esports,Team Whales,2023-03-26,VCS,1
MGN Box Esports,Cerberus Esports,2023-03-26,VCS,1
Team Secret,Saigon Buffalo,2023-03-25,VCS,0
Cerberus Esports,Team Flash,2023-03-25,VCS,1
Team Whales,SBTC Esports,2023-03-24,VCS,0
MGN Box Esports,GAM Esports,2023-03-24,VCS,0
Saigon Buffalo,Cerberus Esports,2023-03-23,VCS,0
GAM Esports,Team Flash,2023-03-23,VCS,1
SBTC Esports,Team Secret,2023-03-19,VCS,0
MGN Box Esports,Team Whales,2023-03-19,VCS,0
Saigon Buffalo,GAM Esports,2023-03-18,VCS,0
Team Flash,MGN Box Esports,2023-03-18,VCS,1
SBTC Esports,Cerberus Esports,2023-03-17,VCS,1
Team Secret,Team Whales,2023-03-17,VCS,0
MGN Box Esports,Saigon Buffalo,2023-03-16,VCS,0
Team Whales,Team Flash,2023-03-16,VCS,1
Cerberus Esports,Team Secret,2023-03-12,VCS,1
GAM Esports,SBTC Esports,2023-03-12,VCS,1
Saigon Buffalo,Team Whales,2023-03-11,VCS,1
Team Flash,SBTC Esports,2023-03-11,VCS,1
Team Secret,GAM Esports,2023-03-10,VCS,0
SBTC Esports,MGN Box Esports,2023-03-10,VCS,1
Cerberus Esports,Team Whales,2023-03-09,VCS,1
Saigon Buffalo,Team Flash,2023-03-09,VCS,1
SBTC Esports,Saigon Buffalo,2023-03-05,VCS,1
Cerberus Esports,MGN Box Esports,2023-03-05,VCS,1
GAM Esports,Cerberus Esports,2023-03-04,VCS,1
Team Secret,Team Flash,2023-03-04,VCS,0
Team Whales,GAM Esports,2023-03-03,VCS,0
MGN Box Esports,Team Secret,2023-03-03,VCS,0
GAM Esports,MGN Box Esports,2023-03-02,VCS,1
Team Flash,Cerberus Esports,2023-03-02,VCS,0
SBTC Esports,Team Whales,2023-03-02,VCS,0
Cerberus Esports,Saigon Buffalo,2023-02-26,VCS,1
Team Secret,SBTC Esports,2023-02-26,VCS,0
Team Flash,GAM Esports,2023-02-25,VCS,0
MGN Box Esports,Team Whales,2023-02-25,VCS,0
Saigon Buffalo,Team Secret,2023-02-24,VCS,0
SBTC Esports,GAM Esports,2023-04-23,VCS,0
Cerberus Esports,SBTC Esports,2023-04-22,VCS,0
SBTC Esports,GAM Esports,2023-04-21,VCS,0
Team Whales,Cerberus Esports,2023-04-16,VCS,0
SBTC Esports,Team Whales,2023-04-15,VCS,1
Cerberus Esports,GAM Esports,2023-04-14,VCS,0
GAM Esports,Team Secret,2023-08-06,VCS,1
Team Whales,Cerberus Esports,2023-08-06,VCS,0
Cerberus Esports,GAM Esports,2023-08-05,VCS,1
Team Flash,MGN Box Esports,2023-08-05,VCS,0
Saigon Buffalo,GAM Esports,2023-08-04,VCS,0
Cerberus Esports,MGN Box Esports,2023-08-04,VCS,1
Team Whales,Team Flash,2023-08-04,VCS,0
Team Secret,Team Flash,2023-07-30,VCS,1
GAM Esports,Team Whales,2023-07-30,VCS,1
Team Secret,Cerberus Esports,2023-07-29,VCS,0
Team Flash,Saigon Buffalo,2023-07-29,VCS,0
GAM Esports,MGN Box Esports,2023-07-28,VCS,1
Saigon Buffalo,Cerberus Esports,2023-07-28,VCS,1
Team Secret,Team Whales,2023-07-23,VCS,1
MGN Box Esports,Saigon Buffalo,2023-07-23,VCS,0
GAM Esports,Team Flash,2023-07-22,VCS,1
Team Whales,MGN Box Esports,2023-07-22,VCS,1
Saigon Buffalo,Team Secret,2023-07-21,VCS,1
Cerberus Esports,Team Flash,2023-07-21,VCS,1
Team Whales,Saigon Buffalo,2023-07-16,VCS,1
MGN Box Esports,Team Secret,2023-07-16,VCS,0
MGN Box Esports,Cerberus Esports,2023-07-15,VCS,0
Team Secret,GAM Esports,2023-07-15,VCS,0
GAM Esports,Cerberus Esports,2023-07-14,VCS,1
Team Flash,Team Whales,2023-07-14,VCS,0
GAM Esports,Saigon Buffalo,2023-07-09,VCS,1
MGN Box Esports,Team Flash,2023-07-09,VCS,0
Cerberus Esports,Team Whales,2023-07-08,VCS,0
Saigon Buffalo,Team Flash,2023-07-08,VCS,1
Team Whales,GAM Esports,2023-07-07,VCS,1
Cerberus Esports,Team Secret,2023-07-06,VCS,1
Cerberus Esports,Saigon Buffalo,2023-07-02,VCS,0
MGN Box Esports,GAM Esports,2023-07-01,VCS,0
Team Flash,Team Secret,2023-07-01,VCS,0
Team Whales,Team Secret,2023-06-30,VCS,1
Saigon Buffalo,MGN Box Esports,2023-06-29,VCS,1
Team Flash,GAM Esports,2023-06-29,VCS,1
GAM Esports,SBTC Esports,2023-06-25,VCS,1
MGN Box Esports,Team Whales,2023-06-25,VCS,0
Team Secret,Saigon Buffalo,2023-06-24,VCS,1
Team Flash,Cerberus Esports,2023-06-24,VCS,1
Saigon Buffalo,Team Whales,2023-06-23,VCS,0
Team Secret,MGN Box Esports,2023-06-23,VCS,1
Team Whales,GAM Esports,2023-09-09,VCS,0
Team Secret,Team Whales,2023-09-03,VCS,0
Team Whales,Saigon Buffalo,2023-09-02,VCS,1
Team Secret,GAM Esports,2023-08-27,VCS,0
Saigon Buffalo,Team Flash,2023-08-26,VCS,1
Team Whales,Cerberus Esports,2023-08-25,VCS,1
Team Whales,Team Secret,2023-08-20,VCS,0
Saigon Buffalo,GAM Esports,2023-08-19,VCS,0
Cerberus Esports,Team Secret,2023-08-13,VCS,0
Saigon Buffalo,Team Flash,2023-08-12,VCS,1
Crest Gaming Act,Sengoku Gaming,2023-03-26,LJL,0
AXIZ,Detonation FocusMe,2023-03-26,LJL,0
FENNEL,V3 Esports,2023-03-25,LJL,1
SoftBank Hawks Gaming,Burning Core,2023-03-25,LJL,1
Crest Gaming Act,AXIZ,2023-03-24,LJL,0
Burning Core,V3 Esports,2023-03-24,LJL,1
Sengoku Gaming,SoftBank Hawks Gaming,2023-03-21,LJL,1
Detonation FocusMe,FENNEL,2023-03-21,LJL,1
V3 Esports,Sengoku Gaming,2023-03-19,LJL,0
Detonation FocusMe,Burning Core,2023-03-19,LJL,1
AXIZ,SoftBank Hawks Gaming,2023-03-18,LJL,0
FENNEL,Crest Gaming Act,2023-03-18,LJL,1
V3 Esports,AXIZ,2023-03-17,LJL,0
Burning Core,Crest Gaming Act,2023-03-17,LJL,1
SoftBank Hawks Gaming,FENNEL,2023-03-12,LJL,1
Sengoku Gaming,Detonation FocusMe,2023-03-12,LJL,0
SoftBank Hawks Gaming,Crest Gaming Act,2023-03-11,LJL,1
FENNEL,AXIZ,2023-03-11,LJL,1
V3 Esports,Detonation FocusMe,2023-03-10,LJL,0
Sengoku Gaming,Burning Core,2023-03-10,LJL,1
Detonation FocusMe,Crest Gaming Act,2023-03-05,LJL,1
SoftBank Hawks Gaming,V3 Esports,2023-03-05,LJL,1
Burning Core,FENNEL,2023-03-04,LJL,1
AXIZ,Sengoku Gaming,2023-03-04,LJL,0
Detonation FocusMe,SoftBank Hawks Gaming,2023-03-03,LJL,1
Burning Core,AXIZ,2023-03-03,LJL,1
Crest Gaming Act,V3 Esports,2023-02-26,LJL,1
Sengoku Gaming,FENNEL,2023-02-26,LJL,1
AXIZ,Crest Gaming Act,2023-02-25,LJL,1
FENNEL,Detonation FocusMe,2023-02-25,LJL,0
SoftBank Hawks Gaming,Sengoku Gaming,2023-02-24,LJL,0
V3 Esports,Burning Core,2023-02-24,LJL,0
Detonation FocusMe,AXIZ,2023-02-23,LJL,1
SoftBank Hawks Gaming,Burning Core,2023-02-23,LJL,1
V3 Esports,FENNEL,2023-02-19,LJL,0
Sengoku Gaming,Crest Gaming Act,2023-02-19,LJL,1
Burning Core,Detonation FocusMe,2023-02-18,LJL,0
SoftBank Hawks Gaming,AXIZ,2023-02-18,LJL,1
Sengoku Gaming,V3 Esports,2023-02-17,LJL,1
FENNEL,Crest Gaming Act,2023-02-17,LJL,1
Burning Core,AXIZ,2023-02-12,LJL,1
FENNEL,Sengoku Gaming,2023-02-12,LJL,0
SoftBank Hawks Gaming,Detonation FocusMe,2023-02-11,LJL,1
V3 Esports,Crest Gaming Act,2023-02-11,LJL,0
