teamA,teamB,date,league,teamA_win
Vivo Keyd Stars,KaBuM! e-Sports,2024-06-30,CBLOL,1
Los Grandes,FURIA Esports,2024-06-30,CBLOL,0
Fluxo W7M,paiN Gaming,2024-06-30,CBLOL,0
LOUD,RED Canids,2024-06-30,CBLOL,0
FURIA Esports,Fluxo W7M,2024-06-29,CBLOL,1
paiN Gaming,LOUD,2024-06-29,CBLOL,1
RED Canids,Vivo Keyd Stars,2024-06-29,CBLOL,0
INTZ e-Sports,Los Grandes,2024-06-29,CBLOL,1
KaBuM! e-Sports,Liberty,2024-06-29,CBLOL,1
FURIA Esports,paiN Gaming,2024-06-28,CBLOL,0
KaBuM! e-Sports,RED Canids,2024-06-28,CBLOL,1
Fluxo W7M,LOUD,2024-06-28,CBLOL,0
Liberty,Los Grandes,2024-06-28,CBLOL,1
Vivo Keyd Stars,INTZ e-Sports,2024-06-28,CBLOL,1
FURIA Esports,LOUD,2024-06-23,CBLOL,0
Los Grandes,KaBuM! e-Sports,2024-06-23,CBLOL,0
Vivo Keyd Stars,Liberty,2024-06-23,CBLOL,1
INTZ e-Sports,paiN Gaming,2024-06-23,CBLOL,0
RED Canids,Fluxo W7M,2024-06-23,CBLOL,1
paiN Gaming,KaBuM! e-Sports,2024-06-22,CBLOL,1
INTZ e-Sports,Fluxo W7M,2024-06-22,CBLOL,1
LOUD,Vivo Keyd Stars,2024-06-22,CBLOL,1
Los Grandes,RED Canids,2024-06-22,CBLOL,1
Liberty,FURIA Esports,2024-06-22,CBLOL,0
Fluxo W7M,Liberty,2024-06-16,CBLOL,1
FURIA Esports,INTZ e-Sports,2024-06-16,CBLOL,1
KaBuM! e-Sports,LOUD,2024-06-16,CBLOL,0
paiN Gaming,RED Canids,2024-06-16,CBLOL,1
Vivo Keyd Stars,Los Grandes,2024-06-16,CBLOL,1
Liberty,paiN Gaming,2024-06-15,CBLOL,0
Fluxo W7M,Vivo Keyd Stars,2024-06-15,CBLOL,1
RED Canids,FURIA Esports,2024-06-15,CBLOL,1
LOUD,Los Grandes,2024-06-15,CBLOL,1
KaBuM! e-Sports,INTZ e-Sports,2024-06-15,CBLOL,1
Los Grandes,Fluxo W7M,2024-06-09,CBLOL,0
paiN Gaming,Vivo Keyd Stars,2024-06-09,CBLOL,0
Liberty,RED Canids,2024-06-09,CBLOL,0
FURIA Esports,KaBuM! e-Sports,2024-06-09,CBLOL,1
INTZ e-Sports,LOUD,2024-06-09,CBLOL,1
Vivo Keyd Stars,FURIA Esports,2024-06-08,CBLOL,1
LOUD,Liberty,2024-06-08,CBLOL,1
RED Canids,INTZ e-Sports,2024-06-08,CBLOL,0
Fluxo W7M,KaBuM! e-Sports,2024-06-08,CBLOL,1
Los Grandes,paiN Gaming,2024-06-08,CBLOL,0
RED Canids,LOUD,2024-06-02,CBLOL,0
INTZ e-Sports,Liberty,2024-06-02,CBLOL,1
paiN Gaming,Fluxo W7M,2024-06-02,CBLOL,0
KaBuM! e-Sports,Vivo Keyd Stars,2024-06-02,CBLOL,0
FURIA Esports,Los Grandes,2024-06-02,CBLOL,1
Vivo Keyd Stars,RED Canids,2024-06-01,CBLOL,1
Liberty,KaBuM! e-Sports,2024-06-01,CBLOL,0
Los Grandes,INTZ e-Sports,2024-06-01,CBLOL,0
Fluxo W7M,FURIA Esports,2024-06-01,CBLOL,1
LOUD,paiN Gaming,2024-06-01,CBLOL,0
paiN Gaming,Vivo Keyd Stars,2024-09-07,CBLOL,1
Vivo Keyd Stars,RED Canids,2024-08-24,CBLOL,1
RED Canids,LOUD,2024-08-23,CBLOL,1
Vivo Keyd Stars,paiN Gaming,2024-08-18,CBLOL,0
LOUD,FURIA Esports,2024-08-17,CBLOL,1
Vivo Keyd Stars,RED Canids,2024-08-11,CBLOL,1
LOUD,paiN Gaming,2024-08-10,CBLOL,0
FURIA Esports,Fluxo W7M,2024-08-09,CBLOL,1
RED Canids,Fluxo W7M,2024-08-04,CBLOL,1
LOUD,FURIA Esports,2024-08-03,CBLOL,1
Leviatan,Infinity eSports,2024-02-29,LLA,1
Isurus,Six Karma,2024-02-29,LLA,1
Six Karma,Estral Esports,2024-02-28,LLA,1
All Knights,Isurus,2024-02-28,LLA,0
Movistar R7,Leviatan,2024-02-27,LLA,1
All Knights,Estral Esports,2024-02-27,LLA,0
Isurus,Estral Esports,2024-02-22,LLA,0
All Knights,Infinity eSports,2024-02-22,LLA,1
All Knights,Movistar R7,2024-02-21,LLA,0
Six Karma,Infinity eSports,2024-02-21,LLA,1
Leviatan,Six Karma,2024-02-20,LLA,1
Isurus,Movistar R7,2024-02-20,LLA,0
Leviatan,Estral Esports,2024-02-15,LLA,0
Six Karma,Movistar R7,2024-02-15,LLA,0
All Knights,Six Karma,2024-02-14,LLA,1
Movistar R7,Infinity eSports,2024-02-14,LLA,1
Infinity eSports,Estral Esports,2024-02-13,LLA,0
Leviatan,Isurus,2024-02-13,LLA,0
Leviatan,All Knights,2024-02-08,LLA,0
Infinity eSports,Isurus,2024-02-08,LLA,0
Estral Esports,Movistar R7,2024-02-07,LLA,1
Leviatan,Infinity eSports,2024-02-07,LLA,1
Isurus,Six Karma,2024-02-07,LLA,1
Six Karma,Estral Esports,2024-02-06,LLA,0
All Knights,Isurus,2024-02-06,LLA,0
All Knights,Movistar R7,2024-02-01,LLA,0
Leviatan,Movistar R7,2024-01-31,LLA,0
Estral Esports,All Knights,2024-01-31,LLA,1
Isurus,Estral Esports,2024-01-30,LLA,0
Six Karma,Infinity eSports,2024-01-30,LLA,1
Isurus,Movistar R7,2024-01-25,LLA,0
Six Karma,All Knights,2024-01-25,LLA,0
Infinity eSports,All Knights,2024-01-24,LLA,1
Leviatan,Six Karma,2024-01-24,LLA,1
Estral Esports,Leviatan,2024-01-23,LLA,1
Movistar R7,Infinity eSports,2024-01-23,LLA,1
Leviatan,All Knights,2024-01-18,LLA,1
Estral Esports,Infinity eSports,2024-01-18,LLA,1
Six Karma,Movistar R7,2024-01-17,LLA,0
Isurus,Leviatan,2024-01-17,LLA,1
Infinity eSports,Isurus,2024-01-16,LLA,0
Movistar R7,Estral Esports,2024-01-16,LLA,0
Estral Esports,Movistar R7,2024-04-06,LLA,1
Movistar R7,Isurus,2024-03-26,LLA,1
Isurus,All Knights,2024-03-20,LLA,1
Estral Esports,Movistar R7,2024-03-19,LLA,1
Leviatan,All Knights,2024-03-13,LLA,0
All Knights,Six Karma,2024-03-12,LLA,1
Movistar R7,Isurus,2024-03-06,LLA,1
Estral Esports,Leviatan,2024-03-05,LLA,1
Estral Esports,Infinity eSports,2024-07-24,LLA,0
Infinity eSports,Six Karma,2024-07-23,LLA,1
Six Karma,Isurus,2024-07-17,LLA,0
Leviatan,Estral Esports,2024-07-17,LLA,0
Infinity eSports,Leviatan,2024-07-16,LLA,1
Six Karma,Estral Esports,2024-07-16,LLA,0
Isurus,Movistar R7,2024-07-16,LLA,0
Leviatan,Isurus,2024-07-10,LLA,0
Six Karma,Movistar R7,2024-07-10,LLA,0
Six Karma,Infinity eSports,2024-06-25,LLA,0
Estral Esports,Isurus,2024-06-25,LLA,0
Isurus,Six Karma,2024-06-19,LLA,1
Estral Esports,Six Karma,2024-06-18,LLA,1
Isurus,Movistar R7,2024-06-18,LLA,0
Leviatan,Infinity eSports,2024-06-18,LLA,1
Six Karma,Movistar R7,2024-06-12,LLA,0
Isurus,Leviatan,2024-06-12,LLA,1
Leviatan,Six Karma,2024-06-11,LLA,1
Movistar R7,Infinity eSports,2024-08-24,LLA,1
Isurus,Infinity eSports,2024-08-13,LLA,0
Estral Esports,Infinity eSports,2024-08-07,LLA,0
Movistar R7,Isurus,2024-08-06,LLA,1
Isurus,Infinity eSports,2024-07-31,LLA,1
Movistar R7,Estral Esports,2024-07-30,LLA,1
PSG Talon,CTBC Flying Oyster,2024-03-03,PCS,1
Beyond Gaming,Frank Esports,2024-03-03,PCS,1
HELL PIGS,Deep Cross Gaming,2024-03-02,PCS,0
J Team,West Point Esports,2024-03-02,PCS,1
Beyond Gaming,PSG Talon,2024-03-01,PCS,0
Frank Esports,CTBC Flying Oyster,2024-03-01,PCS,0
West Point Esports,HELL PIGS,2024-02-25,PCS,0
J Team,Deep Cross Gaming,2024-02-25,PCS,0
Frank Esports,PSG Talon,2024-02-24,PCS,0
CTBC Flying Oyster,Beyond Gaming,2024-02-24,PCS,1
J Team,HELL PIGS,2024-02-23,PCS,1
West Point Esports,Deep Cross Gaming,2024-02-23,PCS,0
PSG Talon,Deep Cross Gaming,2024-02-18,PCS,0
Frank Esports,CTBC Flying Oyster,2024-02-18,PCS,0
West Point Esports,HELL PIGS,2024-02-17,PCS,0
Beyond Gaming,J Team,2024-02-17,PCS,1
CTBC Flying Oyster,PSG Talon,2024-02-16,PCS,1
Deep Cross Gaming,Frank Esports,2024-02-16,PCS,0
HELL PIGS,Beyond Gaming,2024-02-15,PCS,0
J Team,West Point Esports,2024-02-15,PCS,1
J Team,Deep Cross Gaming,2024-02-04,PCS,1
CTBC Flying Oyster,HELL PIGS,2024-02-04,PCS,1
PSG Talon,Beyond Gaming,2024-02-03,PCS,1
Frank Esports,West Point Esports,2024-02-03,PCS,1
CTBC Flying Oyster,J Team,2024-02-02,PCS,1
HELL PIGS,Deep Cross Gaming,2024-02-02,PCS,0
PSG Talon,West Point Esports,2024-02-01,PCS,1
Frank Esports,Beyond Gaming,2024-02-01,PCS,1
HELL PIGS,J Team,2024-01-27,PCS,0
Frank Esports,PSG Talon,2024-01-27,PCS,1
Beyond Gaming,Deep Cross Gaming,2024-01-26,PCS,1
CTBC Flying Oyster,West Point Esports,2024-01-26,PCS,1
Frank Esports,HELL PIGS,2024-01-25,PCS,1
PSG Talon,J Team,2024-01-25,PCS,1
CTBC Flying Oyster,Deep Cross Gaming,2024-01-21,PCS,1
Beyond Gaming,West Point Esports,2024-01-21,PCS,1
PSG Talon,HELL PIGS,2024-01-20,PCS,1
Frank Esports,J Team,2024-01-20,PCS,1
West Point Esports,Deep Cross Gaming,2024-01-19,PCS,0
Beyond Gaming,CTBC Flying Oyster,2024-01-19,PCS,1
PSG Talon,SoftBank Hawks Gaming,2024-04-07,PCS,1
CTBC Flying Oyster,SoftBank Hawks Gaming,2024-04-06,PCS,0
SoftBank Hawks Gaming,Frank Esports,2024-03-31,PCS,1
CTBC Flying Oyster,PSG Talon,2024-03-30,PCS,0
SoftBank Hawks Gaming,Deep Cross Gaming,2024-03-28,PCS,1
Frank Esports,Beyond Gaming,2024-03-27,PCS,1
SoftBank Hawks Gaming,PSG Talon,2024-03-24,PCS,0
CTBC Flying Oyster,Frank Esports,2024-03-23,PCS,1
Frank Esports,Deep Cross Gaming,2024-03-21,PCS,1
PSG Talon,Beyond Gaming,2024-03-20,PCS,1
Detonation FocusMe,Deep Cross Gaming,2024-03-17,PCS,0
Detonation FocusMe,J Team,2024-03-16,PCS,1
Deep Cross Gaming,Ground Zero Gaming,2024-03-16,PCS,1
Antic Esports,J Team,2024-03-14,PCS,0
Detonation FocusMe,Frank Esports,2024-03-14,PCS,0
V3 Esports,Ground Zero Gaming,2024-03-13,PCS,0
Beyond Gaming,Deep Cross Gaming,2024-03-13,PCS,1
Frank Esports,Antic Esports,2024-03-12,PCS,1
Detonation FocusMe,J Team,2024-03-12,PCS,1
Ground Zero Gaming,Deep Cross Gaming,2024-03-11,PCS,0
Beyond Gaming,V3 Esports,2024-03-11,PCS,1
CTBC Flying Oyster,PSG Talon,2024-07-28,PCS,0
Frank Esports,J Team,2024-07-28,PCS,1
CTBC Flying Oyster,Deep Cross Gaming,2024-07-27,PCS,1
West Point Esports,HELL PIGS,2024-07-27,PCS,0
PSG Talon,Deep Cross Gaming,2024-07-26,PCS,0
Frank Esports,HELL PIGS,2024-07-26,PCS,1
PSG Talon,Deep Cross Gaming,2024-07-21,PCS,1
J Team,West Point Esports,2024-07-21,PCS,1
Deep Cross Gaming,CTBC Flying Oyster,2024-07-20,PCS,1
J Team,HELL PIGS,2024-07-20,PCS,1
PSG Talon,CTBC Flying Oyster,2024-07-19,PCS,1
Frank Esports,West Point Esports,2024-07-19,PCS,1
HELL PIGS,PSG Talon,2024-07-14,PCS,0
Frank Esports,Deep Cross Gaming,2024-07-14,PCS,0
J Team,CTBC Flying Oyster,2024-07-13,PCS,0
HELL PIGS,West Point Esports,2024-07-13,PCS,0
CTBC Flying Oyster,PSG Talon,2024-07-12,PCS,0
J Team,West Point Esports,2024-07-12,PCS,0
PSG Talon,Frank Esports,2024-06-30,PCS,1
CTBC Flying Oyster,West Point Esports,2024-06-30,PCS,1
J Team,Deep Cross Gaming,2024-06-29,PCS,0
Frank Esports,HELL PIGS,2024-06-29,PCS,1
PSG Talon,Deep Cross Gaming,2024-06-23,PCS,1
J Team,Frank Esports,2024-06-23,PCS,0
HELL PIGS,CTBC Flying Oyster,2024-06-22,PCS,0
Deep Cross Gaming,West Point Esports,2024-06-22,PCS,1
J Team,PSG Talon,2024-06-16,PCS,0
Frank Esports,CTBC Flying Oyster,2024-06-16,PCS,0
HELL PIGS,Deep Cross Gaming,2024-06-15,PCS,0
PSG Talon,West Point Esports,2024-06-15,PCS,1
Deep Cross Gaming,CTBC Flying Oyster,2024-06-08,PCS,0
West Point Esports,Frank Esports,2024-06-08,PCS,0
J Team,HELL PIGS,2024-06-08,PCS,1
PSG Talon,SoftBank Hawks Gaming,2024-09-01,PCS,1
SoftBank Hawks Gaming,Frank Esports,2024-08-31,PCS,1
Frank Esports,CTBC Flying Oyster,2024-08-24,PCS,1
PSG Talon,SoftBank Hawks Gaming,2024-08-23,PCS,1
CTBC Flying Oyster,Deep Cross Gaming,2024-08-21,PCS,1
Frank Esports,Detonation FocusMe,2024-08-20,PCS,1
Deep Cross Gaming,SoftBank Hawks Gaming,2024-08-18,PCS,0
PSG Talon,Frank Esports,2024-08-17,PCS,1
Frank Esports,CTBC Flying Oyster,2024-08-15,PCS,1
Detonation FocusMe,Deep Cross Gaming,2024-08-14,PCS,0
Ground Zero Gaming,Frank Esports,2024-08-11,PCS,0
Ground Zero Gaming,J Team,2024-08-10,PCS,1
Frank Esports,Team Bliss,2024-08-10,PCS,1
Ground Zero Gaming,Sengoku Gaming,2024-08-08,PCS,1
CTBC Flying Oyster,J Team,2024-08-08,PCS,1
Frank Esports,West Point Esports,2024-08-07,PCS,1
Detonation FocusMe,Team Bliss,2024-08-07,PCS,1
Sengoku Gaming,CTBC Flying Oyster,2024-08-06,PCS,0
Ground Zero Gaming,J Team,2024-08-06,PCS,0
Frank Esports,Team Bliss,2024-08-05,PCS,0
Detonation FocusMe,West Point Esports,2024-08-05,PCS,1
Vikings Esports,Team Whales,2024-03-10,VCS,1
Team Secret,Rainbow Warriors,2024-03-10,VCS,1
Team Flash,MGN Blue Esports,2024-03-09,VCS,1
GAM Esports,Cerberus Esports,2024-03-09,VCS,0
MGN Blue Esports,Team Secret,2024-03-08,VCS,1
Team Flash,Rainbow Warriors,2024-03-08,VCS,1
Team Whales,Cerberus Esports,2024-03-07,VCS,1
GAM Esports,Vikings Esports,2024-03-07,VCS,1
Team Whales,Team Secret,2024-03-03,VCS,0
Rainbow Warriors,Cerberus Esports,2024-03-03,VCS,0
Team Flash,GAM Esports,2024-03-02,VCS,0
Vikings Esports,MGN Blue Esports,2024-03-02,VCS,1
Team Whales,Rainbow Warriors,2024-03-01,VCS,1
Cerberus Esports,Team Secret,2024-03-01,VCS,0
MGN Blue Esports,GAM Esports,2024-02-29,VCS,1
Team Flash,Vikings Esports,2024-02-29,VCS,0
Cerberus Esports,Team Flash,2024-02-25,VCS,1
GAM Esports,Team Whales,2024-02-25,VCS,1
Vikings Esports,Team Secret,2024-02-24,VCS,0
MGN Blue Esports,Rainbow Warriors,2024-02-24,VCS,1
Team Flash,Team Whales,2024-02-23,VCS,0
Team Secret,GAM Esports,2024-02-23,VCS,1
MGN Blue Esports,Cerberus Esports,2024-02-22,VCS,0
Rainbow Warriors,Vikings Esports,2024-02-22,VCS,0
Team Flash,Team Secret,2024-02-18,VCS,0
Cerberus Esports,Vikings Esports,2024-02-18,VCS,0
Team Whales,MGN Blue Esports,2024-02-17,VCS,1
Rainbow Warriors,GAM Esports,2024-02-17,VCS,0
Rainbow Warriors,Team Flash,2024-02-04,VCS,0
MGN Blue Esports,Team Secret,2024-02-04,VCS,0
GAM Esports,Vikings Esports,2024-02-03,VCS,1
Cerberus Esports,Team Whales,2024-02-03,VCS,0
Team Secret,Rainbow Warriors,2024-02-02,VCS,1
MGN Blue Esports,Team Flash,2024-02-02,VCS,1
GAM Esports,Cerberus Esports,2024-02-01,VCS,1
Vikings Esports,Team Whales,2024-02-01,VCS,0
MGN Blue Esports,Vikings Esports,2024-01-28,VCS,0
Team Flash,GAM Esports,2024-01-28,VCS,0
Cerberus Esports,Rainbow Warriors,2024-01-27,VCS,1
Team Whales,Team Secret,2024-01-27,VCS,1
Team Flash,Vikings Esports,2024-01-26,VCS,0
MGN Blue Esports,GAM Esports,2024-01-26,VCS,0
Cerberus Esports,Team Secret,2024-01-25,VCS,0
Rainbow Warriors,Team Whales,2024-01-25,VCS,0
Team Whales,GAM Esports,2024-01-21,VCS,0
Team Flash,Cerberus Esports,2024-01-21,VCS,1
MGN Blue Esports,Rainbow Warriors,2024-01-20,VCS,1
Team Secret,Vikings Esports,2024-01-20,VCS,1
Vikings Esports,GAM Esports,2024-04-07,VCS,0
Team Secret,GAM Esports,2024-04-06,VCS,0
Team Secret,Vikings Esports,2024-04-05,VCS,0
GAM Esports,Team Whales,2024-04-05,VCS,1
Vikings Esports,GAM Esports,2024-04-03,VCS,1
GAM Esports,Vikings Esports,2024-08-04,VCS,0
Cerberus Esports,Team Secret,2024-08-04,VCS,0
Team Whales,MGN Blue Esports,2024-08-04,VCS,0
GAM Esports,Team Secret,2024-08-03,VCS,1
Team Flash,Vikings Esports,2024-08-03,VCS,0
MGN Blue Esports,Cerberus Esports,2024-08-03,VCS,1
Team Flash,Team Secret,2024-08-02,VCS,1
MGN Blue Esports,Team Whales,2024-08-02,VCS,0
Cerberus Esports,Vikings Esports,2024-08-02,VCS,0
Team Flash,GAM Esports,2024-08-01,VCS,0
Team Secret,MGN Blue Esports,2024-08-01,VCS,1
Team Whales,Cerberus Esports,2024-08-01,VCS,1
Vikings Esports,MGN Blue Esports,2024-07-31,VCS,1
Team Flash,Team Whales,2024-07-31,VCS,1
Team Secret,Team Whales,2024-07-28,VCS,1
Team Flash,GAM Esports,2024-07-28,VCS,0
MGN Blue Esports,Cerberus Esports,2024-07-28,VCS,0
Team Flash,Team Secret,2024-07-27,VCS,0
MGN Blue Esports,GAM Esports,2024-07-27,VCS,0
Vikings Esports,Cerberus Esports,2024-07-27,VCS,1
Team Whales,GAM Esports,2024-07-19,VCS,0
Vikings Esports,Team Secret,2024-07-19,VCS,1
Team Flash,MGN Blue Esports,2024-07-18,VCS,1
Cerberus Esports,Team Whales,2024-07-18,VCS,0
GAM Esports,Team Secret,2024-07-14,VCS,0
Team Flash,Cerberus Esports,2024-07-14,VCS,1
MGN Blue Esports,Vikings Esports,2024-07-13,VCS,0
Team Secret,Team Whales,2024-07-13,VCS,1
GAM Esports,Cerberus Esports,2024-07-12,VCS,1
Team Flash,Vikings Esports,2024-07-12,VCS,0
MGN Blue Esports,GAM Esports,2024-06-30,VCS,0
Vikings Esports,Team Whales,2024-06-30,VCS,1
Cerberus Esports,Team Flash,2024-06-29,VCS,1
MGN Blue Esports,Team Secret,2024-06-29,VCS,0
GAM Esports,Vikings Esports,2024-06-28,VCS,1
Team Whales,Team Flash,2024-06-28,VCS,1
Team Whales,GAM Esports,2024-06-23,VCS,0
Team Secret,Vikings Esports,2024-06-23,VCS,0
GAM Esports,Cerberus Esports,2024-06-22,VCS,1
MGN Blue Esports,Team Flash,2024-06-22,VCS,1
Team Whales,Vikings Esports,2024-06-21,VCS,0
Cerberus Esports,Team Secret,2024-06-21,VCS,0
GAM Esports,Vikings Esports,2024-08-18,VCS,1
Vikings Esports,Team Whales,2024-08-17,VCS,1
Vikings Esports,GAM Esports,2024-08-11,VCS,0
Team Secret,Team Whales,2024-08-10,VCS,0
Vikings Esports,Team Whales,2024-08-09,VCS,1
GAM Esports,Team Secret,2024-08-08,VCS,1
Team Flash,Team Whales,2024-08-07,VCS,0
Detonation FocusMe,Sengoku Gaming,2024-02-18,LJL,1
AXIZ CREST,SoftBank Hawks Gaming,2024-02-18,LJL,0
AXIZ CREST,Burning Core Toyama,2024-02-17,LJL,1
Sengoku Gaming,SoftBank Hawks Gaming,2024-02-17,LJL,0
V3 Esports,Detonation FocusMe,2024-02-17,LJL,0
AXIZ CREST,Detonation FocusMe,2024-02-11,LJL,0
Burning Core Toyama,SoftBank Hawks Gaming,2024-02-11,LJL,0
V3 Esports,SoftBank Hawks Gaming,2024-02-10,LJL,0
Burning Core Toyama,Detonation FocusMe,2024-02-10,LJL,0
Detonation FocusMe,Sengoku Gaming,2024-02-03,LJL,1
Burning Core Toyama,V3 Esports,2024-02-03,LJL,0
Burning Core Toyama,AXIZ CREST,2024-01-28,LJL,0
Sengoku Gaming,SoftBank Hawks Gaming,2024-01-28,LJL,0
Detonation FocusMe,V3 Esports,2024-01-28,LJL,1
AXIZ CREST,Detonation FocusMe,2024-01-27,LJL,0
Sengoku Gaming,V3 Esports,2024-01-27,LJL,1
SoftBank Hawks Gaming,Burning Core Toyama,2024-01-27,LJL,1
SoftBank Hawks Gaming,V3 Esports,2024-01-21,LJL,1
Detonation FocusMe,Burning Core Toyama,2024-01-21,LJL,1
AXIZ CREST,Sengoku Gaming,2024-01-21,LJL,0
AXIZ CREST,V3 Esports,2024-01-20,LJL,0
SoftBank Hawks Gaming,Detonation FocusMe,2024-01-20,LJL,0
Detonation FocusMe,SoftBank Hawks Gaming,2024-03-03,LJL,0
V3 Esports,Sengoku Gaming,2024-03-02,LJL,1
SoftBank Hawks Gaming,Sengoku Gaming,2024-02-25,LJL,1
Detonation FocusMe,V3 Esports,2024-02-24,LJL,1
Burning Core Toyama,AXIZ CREST,2024-07-14,LJL,0
SoftBank Hawks Gaming,Sengoku Gaming,2024-07-14,LJL,1
Sengoku Gaming,Detonation FocusMe,2024-07-13,LJL,0
SoftBank Hawks Gaming,AXIZ CREST,2024-07-13,LJL,1
Detonation FocusMe,AXIZ CREST,2024-06-30,LJL,1
SoftBank Hawks Gaming,Burning Core Toyama,2024-06-30,LJL,1
V3 Esports,Sengoku Gaming,2024-06-30,LJL,0
Detonation FocusMe,Burning Core Toyama,2024-06-23,LJL,1
SoftBank Hawks Gaming,V3 Esports,2024-06-23,LJL,1
Sengoku Gaming,SoftBank Hawks Gaming,2024-06-22,LJL,0
V3 Esports,Detonation FocusMe,2024-06-22,LJL,0
Detonation FocusMe,Sengoku Gaming,2024-06-16,LJL,1
AXIZ CREST,SoftBank Hawks Gaming,2024-06-16,LJL,0
Detonation FocusMe,AXIZ CREST,2024-06-15,LJL,1
SoftBank Hawks Gaming,Burning Core Toyama,2024-06-15,LJL,1
SoftBank Hawks Gaming,Detonation FocusMe,2024-06-08,LJL,1
V3 Esports,AXIZ CREST,2024-06-08,LJL,0
Burning Core Toyama,Sengoku Gaming,2024-06-08,LJL,0
Burning Core Toyama,Detonation FocusMe,2024-06-07,LJL,0
SoftBank Hawks Gaming,V3 Esports,2024-06-07,LJL,1
SoftBank Hawks Gaming,Detonation FocusMe,2024-07-28,LJL,1
Detonation FocusMe,Sengoku Gaming,2024-07-27,LJL,1
SoftBank Hawks Gaming,Detonation FocusMe,2024-07-21,LJL,1
Sengoku Gaming,V3 Esports,2024-07-21,LJL,1
Detonation FocusMe,Sengoku Gaming,2024-07-20,LJL,1
AXIZ CREST,V3 Esports,2024-07-20,LJL,0
Top Esports,LGD Gaming,2025-02-16,LPL,1
FunPlus Phoenix,Invictus Gaming,2025-02-15,LPL,0
Bilibili Gaming,ThunderTalk Gaming,2025-02-14,LPL,0
Royal Never Give Up,Ninjas in Pyjamas,2025-02-13,LPL,0
Ultra Prime,Oh My God,2025-02-12,LPL,0
EDward Gaming,LNG Esports,2025-02-11,LPL,1
Team WE,Anyone's Legend,2025-02-10,LPL,0
JD Gaming,Weibo Gaming,2025-02-09,LPL,1
Ninjas in Pyjamas,FunPlus Phoenix,2025-02-08,LPL,1
Invictus Gaming,Royal Never Give Up,2025-01-25,LPL,1
Bilibili Gaming,LNG Esports,2025-01-25,LPL,1
Top Esports,Anyone's Legend,2025-01-24,LPL,0
Oh My God,JD Gaming,2025-01-23,LPL,0
LGD Gaming,Team WE,2025-01-22,LPL,1
EDward Gaming,ThunderTalk Gaming,2025-01-21,LPL,0
JD Gaming,Ultra Prime,2025-01-20,LPL,1
Invictus Gaming,Ninjas in Pyjamas,2025-01-19,LPL,0
Top Esports,Team WE,2025-01-18,LPL,1
EDward Gaming,Bilibili Gaming,2025-01-17,LPL,0
LGD Gaming,Anyone's Legend,2025-01-16,LPL,0
Ultra Prime,Weibo Gaming,2025-01-15,LPL,0
Royal Never Give Up,FunPlus Phoenix,2025-01-14,LPL,1
LNG Esports,ThunderTalk Gaming,2025-01-13,LPL,0
Weibo Gaming,Oh My God,2025-01-12,LPL,1
Top Esports,Anyone's Legend,2025-03-01,LPL,1
JD Gaming,Top Esports,2025-02-27,LPL,0
Bilibili Gaming,Top Esports,2025-02-26,LPL,0
JD Gaming,Anyone's Legend,2025-02-25,LPL,0
Ninjas in Pyjamas,Top Esports,2025-02-24,LPL,0
Bilibili Gaming,ThunderTalk Gaming,2025-02-24,LPL,1
Invictus Gaming,Top Esports,2025-02-23,LPL,0
Weibo Gaming,Bilibili Gaming,2025-02-23,LPL,0
Ninjas in Pyjamas,Anyone's Legend,2025-02-22,LPL,0
JD Gaming,ThunderTalk Gaming,2025-02-22,LPL,1
Ultra Prime,Team WE,2025-03-31,LPL,0
Team WE,LGD Gaming,2025-03-31,LPL,1
FunPlus Phoenix,Ultra Prime,2025-03-30,LPL,1
Team WE,Ultra Prime,2025-03-30,LPL,0
LGD Gaming,FunPlus Phoenix,2025-03-30,LPL,0
FunPlus Phoenix,Ninjas in Pyjamas,2025-03-29,LPL,1
Top Esports,Oh My God,2025-03-29,LPL,1
FunPlus Phoenix,Oh My God,2025-03-29,LPL,0
Ninjas in Pyjamas,Top Esports,2025-03-29,LPL,0
Top Esports,FunPlus Phoenix,2025-03-29,LPL,1
Oh My God,Ninjas in Pyjamas,2025-03-29,LPL,0
Royal Never Give Up,Ultra Prime,2025-03-28,LPL,0
Ultra Prime,ThunderTalk Gaming,2025-03-28,LPL,0
Anyone's Legend,Royal Never Give Up,2025-03-28,LPL,1
Ultra Prime,Royal Never Give Up,2025-03-28,LPL,0
ThunderTalk Gaming,Anyone's Legend,2025-03-28,LPL,0
Anyone's Legend,Ultra Prime,2025-03-28,LPL,1
Royal Never Give Up,ThunderTalk Gaming,2025-03-28,LPL,0
LNG Esports,Invictus Gaming,2025-03-27,LPL,0
JD Gaming,LGD Gaming,2025-03-27,LPL,1
LNG Esports,LGD Gaming,2025-03-27,LPL,0
Invictus Gaming,JD Gaming,2025-03-27,LPL,1
JD Gaming,LNG Esports,2025-03-27,LPL,1
LGD Gaming,Invictus Gaming,2025-03-27,LPL,0
EDward Gaming,Team WE,2025-03-26,LPL,0
Team WE,Weibo Gaming,2025-03-26,LPL,0
Bilibili Gaming,EDward Gaming,2025-03-26,LPL,1
Team WE,EDward Gaming,2025-03-26,LPL,1
Weibo Gaming,Bilibili Gaming,2025-03-26,LPL,1
Bilibili Gaming,Team WE,2025-03-26,LPL,1
EDward Gaming,Weibo Gaming,2025-03-26,LPL,0
Oh My God,Top Esports,2025-03-25,LPL,0
Ninjas in Pyjamas,FunPlus Phoenix,2025-03-25,LPL,1
